id,First_name,Last_name,Email,Gender,Part_time_job,Absence_days,Extracurricular_activities,Weekly_self_study_hours,CCSIT205_Grade,PROFELECTIVE 1_Grade,GE ELECT103_Grade,CCSIT 207_Grade,CCSIT 206_Grade,PROFELECTIVE2_Grade,CCSIT 208_Grade
462,Samuel,Thompson,samuel.thompson.462@gslingacademy.com,male,FALSE,4,FALSE,28,91,97,86,77,83,79,62
463,Taylor,Nelson,taylor.nelson.463@gslingacademy.com,female,FALSE,3,TRUE,32,79,81,63,79,96,96,89
464,Kimberly,West,kimberly.west.464@gslingacademy.com,female,FALSE,1,FALSE,33,80,71,94,92,92,60,78
465,Brad,Lee,brad.lee.465@gslingacademy.com,male,TRUE,2,FALSE,4,86,90,88,73,50,93,71
466,Clayton,Green,clayton.green.466@gslingacademy.com,male,FALSE,1,FALSE,31,88,88,90,67,77,83,64
467,Richard,Anderson,richard.anderson.467@gslingacademy.com,male,FALSE,5,FALSE,17,83,95,86,80,64,66,97
468,Antonio,Flores,antonio.flores.468@gslingacademy.com,male,FALSE,2,FALSE,23,84,84,80,97,87,97,91
469,Margaret,Mullins,margaret.mullins.469@gslingacademy.com,female,FALSE,0,FALSE,29,85,82,81,85,72,90,71
470,Michael,Ball,michael.ball.470@gslingacademy.com,male,FALSE,2,FALSE,19,91,85,96,83,74,87,74
471,Allen,Booth,allen.booth.471@gslingacademy.com,male,TRUE,4,TRUE,26,83,71,94,60,63,93,67
472,Stephanie,Clark,stephanie.clark.472@gslingacademy.com,female,FALSE,7,FALSE,7,97,93,99,98,96,79,88
473,Sharon,Nelson,sharon.nelson.473@gslingacademy.com,female,FALSE,6,FALSE,4,63,68,92,73,66,69,87
474,Marco,Clark,marco.clark.474@gslingacademy.com,male,FALSE,6,FALSE,22,92,98,90,82,86,86,89
475,Victor,Smith,victor.smith.475@gslingacademy.com,male,TRUE,6,TRUE,4,78,78,64,94,79,92,63
476,Christina,Patterson,christina.patterson.476@gslingacademy.com,female,FALSE,3,FALSE,29,78,90,69,100,90,91,90
477,Jerry,Knight,jerry.knight.477@gslingacademy.com,male,FALSE,8,TRUE,21,89,60,93,79,72,76,85
478,Madison,Jacobs,madison.jacobs.478@gslingacademy.com,female,FALSE,3,FALSE,5,53,87,100,84,63,62,95
479,Douglas,Watson,douglas.watson.479@gslingacademy.com,male,FALSE,5,FALSE,15,63,84,60,85,91,83,84
480,Manuel,Barrett,manuel.barrett.480@gslingacademy.com,male,FALSE,3,TRUE,10,100,98,71,100,71,92,63
481,Janet,Martin,janet.martin.481@gslingacademy.com,female,TRUE,7,FALSE,2,79,54,81,87,67,74,85
482,Teresa,Flores,teresa.flores.482@gslingacademy.com,female,FALSE,4,TRUE,0,93,77,71,62,94,69,72
483,Anthony,Mullins,anthony.mullins.483@gslingacademy.com,male,FALSE,5,TRUE,3,97,88,67,72,83,87,62
484,Julie,Zamora,julie.zamora.484@gslingacademy.com,female,FALSE,6,TRUE,1,76,82,93,98,98,60,65
485,Maria,Nguyen,maria.nguyen.485@gslingacademy.com,female,FALSE,3,TRUE,26,84,83,80,91,88,61,61
486,Selena,Castro,selena.castro.486@gslingacademy.com,female,TRUE,5,FALSE,2,56,96,65,61,78,77,95
487,Whitney,Miller,whitney.miller.487@gslingacademy.com,female,FALSE,3,FALSE,21,97,89,94,91,95,70,75
488,Brenda,Mooney,brenda.mooney.488@gslingacademy.com,female,FALSE,10,FALSE,5,67,60,97,53,93,78,81
489,Angela,Allen,angela.allen.489@gslingacademy.com,female,TRUE,10,FALSE,5,97,93,64,74,94,74,76
490,Erica,Cohen,erica.cohen.490@gslingacademy.com,female,FALSE,5,FALSE,0,100,67,50,78,73,90,91
491,Kelly,Sanders,kelly.sanders.491@gslingacademy.com,female,FALSE,5,TRUE,10,83,61,76,75,62,79,94
492,Michael,Clark,michael.clark.492@gslingacademy.com,male,FALSE,5,FALSE,2,85,63,83,83,69,94,80
493,Tammy,Fields,tammy.fields.493@gslingacademy.com,female,FALSE,5,TRUE,24,100,96,97,64,76,77,61
494,Steven,Pennington,steven.pennington.494@gslingacademy.com,male,FALSE,4,FALSE,46,92,98,99,86,100,86,87
495,Matthew,Chavez,matthew.chavez.495@gslingacademy.com,male,FALSE,3,FALSE,31,88,98,65,68,99,94,79
496,Stephen,Gallagher,stephen.gallagher.496@gslingacademy.com,male,FALSE,1,FALSE,33,95,82,62,76,64,91,79
497,Victoria,Anderson,victoria.anderson.497@gslingacademy.com,female,FALSE,5,FALSE,26,76,81,84,80,80,84,70
498,Thomas,Schroeder,thomas.schroeder.498@gslingacademy.com,male,FALSE,2,FALSE,19,79,93,72,97,69,78,87
499,Mark,Sanchez,mark.sanchez.499@gslingacademy.com,male,FALSE,3,FALSE,25,93,70,84,68,71,85,70
500,Katelyn,Moses,katelyn.moses.500@gslingacademy.com,female,FALSE,3,FALSE,24,79,96,78,90,94,76,88
501,Corey,Davis,corey.davis.501@gslingacademy.com,male,FALSE,1,FALSE,21,98,99,72,100,94,77,84
502,Susan,Klein,susan.klein.502@gslingacademy.com,female,TRUE,8,TRUE,0,93,99,81,67,87,76,60
503,John,Martinez,john.martinez.503@gslingacademy.com,male,FALSE,4,FALSE,30,91,79,78,95,86,89,100
504,Kendra,Robertson,kendra.robertson.504@gslingacademy.com,female,FALSE,4,FALSE,32,86,99,77,61,72,92,70
505,Tamara,Olson,tamara.olson.505@gslingacademy.com,female,FALSE,8,FALSE,15,81,80,85,93,68,75,90
506,Sara,Frazier,sara.frazier.506@gslingacademy.com,female,FALSE,6,FALSE,15,97,94,94,83,91,65,96
507,Morgan,Moore,morgan.moore.507@gslingacademy.com,female,FALSE,3,TRUE,4,90,95,89,93,92,99,88
508,Eric,Snyder,eric.snyder.508@gslingacademy.com,male,FALSE,1,TRUE,27,90,91,62,82,76,70,64
509,Paul,Hale,paul.hale.509@gslingacademy.com,male,FALSE,5,FALSE,33,82,92,95,61,84,81,82
510,Dale,Martinez,dale.martinez.510@gslingacademy.com,male,FALSE,7,FALSE,25,91,94,89,74,60,77,77
511,Sandra,Prince,sandra.prince.511@gslingacademy.com,female,FALSE,0,FALSE,29,70,94,67,74,84,95,65
512,Dawn,Poole,dawn.poole.512@gslingacademy.com,female,FALSE,2,FALSE,13,60,75,70,96,63,82,80
513,Emily,Jordan,emily.jordan.513@gslingacademy.com,female,FALSE,3,FALSE,49,85,96,99,94,95,92,95
514,John,Owen,john.owen.514@gslingacademy.com,male,FALSE,6,FALSE,34,82,85,72,69,63,99,68
515,Andrew,Best,andrew.best.515@gslingacademy.com,male,TRUE,4,FALSE,28,83,79,92,69,85,71,95
516,Holly,Burns,holly.burns.516@gslingacademy.com,female,FALSE,2,FALSE,44,96,88,100,95,85,94,93
517,Alicia,Rodriguez,alicia.rodriguez.517@gslingacademy.com,female,FALSE,1,FALSE,14,85,87,78,72,91,88,93
518,Erin,Ray,erin.ray.518@gslingacademy.com,female,FALSE,4,FALSE,1,95,61,84,98,63,66,80
519,Todd,Griffith,todd.griffith.519@gslingacademy.com,male,FALSE,6,FALSE,22,97,92,87,61,75,62,94
520,Melinda,Payne,melinda.payne.520@gslingacademy.com,female,FALSE,2,FALSE,11,95,69,91,97,89,84,66
521,Cynthia,Williams,cynthia.williams.521@gslingacademy.com,female,FALSE,3,FALSE,2,69,98,77,63,88,64,60
522,Jenny,Washington,jenny.washington.522@gslingacademy.com,female,FALSE,9,FALSE,3,84,55,65,62,56,91,81
523,Angela,Joyce,angela.joyce.523@gslingacademy.com,female,FALSE,5,FALSE,28,92,100,100,98,83,75,72
524,William,Alvarado,william.alvarado.524@gslingacademy.com,male,TRUE,2,FALSE,0,87,95,78,82,53,59,66
525,Michael,Mercer,michael.mercer.525@gslingacademy.com,male,FALSE,5,FALSE,22,97,87,90,70,96,75,93
526,Erin,Miller,erin.miller.526@gslingacademy.com,female,TRUE,8,FALSE,3,92,96,77,95,63,57,90
527,Robert,Heath,robert.heath.527@gslingacademy.com,male,FALSE,2,FALSE,25,72,91,68,79,98,71,89
528,Deborah,Rojas,deborah.rojas.528@gslingacademy.com,female,FALSE,3,TRUE,1,50,55,96,72,55,50,64
529,Diana,Jones,diana.jones.529@gslingacademy.com,female,FALSE,7,FALSE,37,97,96,93,94,91,96,87
530,Meredith,Clark,meredith.clark.530@gslingacademy.com,female,FALSE,3,TRUE,28,89,77,69,72,63,84,99
531,Christina,Garrett,christina.garrett.531@gslingacademy.com,female,FALSE,3,FALSE,30,77,76,90,95,94,99,94
532,Daniel,Jackson,daniel.jackson.532@gslingacademy.com,male,FALSE,1,FALSE,19,91,89,66,69,100,88,79
533,Bradley,Robinson,bradley.robinson.533@gslingacademy.com,male,TRUE,7,FALSE,2,64,92,70,81,85,55,76
534,Phyllis,Schneider,phyllis.schneider.534@gslingacademy.com,female,TRUE,4,FALSE,26,71,87,63,73,89,77,66
535,Thomas,Clark,thomas.clark.535@gslingacademy.com,male,FALSE,10,TRUE,0,56,79,74,66,92,57,61
536,Gregory,Gonzalez,gregory.gonzalez.536@gslingacademy.com,male,FALSE,4,FALSE,5,87,70,98,64,65,78,83
537,Michelle,Roth,michelle.roth.537@gslingacademy.com,female,FALSE,0,FALSE,17,99,69,85,91,77,88,75
538,Christopher,Murphy,christopher.murphy.538@gslingacademy.com,male,FALSE,2,FALSE,26,98,88,76,72,92,81,89
539,Mark,Davis,mark.davis.539@gslingacademy.com,male,FALSE,2,FALSE,32,87,83,74,61,81,72,98
540,Lauren,Harrington,lauren.harrington.540@gslingacademy.com,female,FALSE,6,TRUE,16,88,96,90,92,68,97,73
541,Michelle,Owens,michelle.owens.541@gslingacademy.com,female,TRUE,8,FALSE,2,71,52,53,64,89,76,70
542,Scott,Weaver,scott.weaver.542@gslingacademy.com,male,FALSE,2,FALSE,35,96,90,91,95,99,95,99
543,Monica,Williams,monica.williams.543@gslingacademy.com,female,FALSE,0,FALSE,17,81,95,99,65,56,79,98
544,Kathryn,Hampton,kathryn.hampton.544@gslingacademy.com,female,FALSE,9,FALSE,3,94,92,63,84,79,66,96
545,Christina,Shields,christina.shields.545@gslingacademy.com,female,TRUE,3,FALSE,47,94,87,98,90,92,88,100
546,Andrew,Thomas,andrew.thomas.546@gslingacademy.com,male,FALSE,0,FALSE,29,98,87,75,63,85,88,75
547,Holly,Sexton,holly.sexton.547@gslingacademy.com,female,FALSE,10,FALSE,5,100,58,54,97,58,51,80
548,Christopher,Peterson,christopher.peterson.548@gslingacademy.com,male,FALSE,3,TRUE,12,66,89,65,99,84,84,86
549,Eric,Murray,eric.murray.549@gslingacademy.com,male,FALSE,2,FALSE,35,94,99,97,94,85,97,97
550,Kristina,Watson,kristina.watson.550@gslingacademy.com,female,TRUE,0,FALSE,3,83,90,93,89,64,63,82
551,Greg,Martin,greg.martin.551@gslingacademy.com,male,TRUE,8,FALSE,2,92,54,50,88,90,91,95
552,Paul,Shaffer,paul.shaffer.552@gslingacademy.com,male,FALSE,10,FALSE,35,93,100,90,94,97,98,98
553,Alexander,Daniel,alexander.daniel.553@gslingacademy.com,male,TRUE,1,FALSE,7,69,92,84,98,98,83,87
554,Carla,Davis,carla.davis.554@gslingacademy.com,female,FALSE,4,FALSE,15,94,71,63,73,66,90,91
555,Chelsea,Clark,chelsea.clark.555@gslingacademy.com,female,FALSE,1,FALSE,3,100,92,95,90,67,81,66
556,Justin,Douglas,justin.douglas.556@gslingacademy.com,male,FALSE,2,FALSE,35,96,92,98,100,94,93,86
557,Charles,Reid,charles.reid.557@gslingacademy.com,male,FALSE,3,TRUE,28,76,87,99,69,89,93,85
558,Courtney,Moreno,courtney.moreno.558@gslingacademy.com,female,FALSE,9,FALSE,4,77,62,94,65,77,77,95
559,Justin,Mitchell,justin.mitchell.559@gslingacademy.com,male,FALSE,1,TRUE,4,84,67,79,60,69,80,98
560,Bruce,Woods,bruce.woods.560@gslingacademy.com,male,FALSE,3,TRUE,16,95,61,68,75,64,76,66
561,Christopher,Hines,christopher.hines.561@gslingacademy.com,male,FALSE,1,FALSE,26,90,64,94,84,66,61,72
562,Theodore,Williams,theodore.williams.562@gslingacademy.com,male,FALSE,3,FALSE,30,96,89,73,75,99,89,71
563,Jennifer,Valdez,jennifer.valdez.563@gslingacademy.com,female,TRUE,6,FALSE,2,80,81,92,73,71,71,84
564,Alexandra,Day,alexandra.day.564@gslingacademy.com,female,FALSE,2,FALSE,34,87,83,75,73,92,91,71
565,John,Pacheco,john.pacheco.565@gslingacademy.com,male,FALSE,10,FALSE,0,94,75,91,64,67,93,65
566,Sherry,Brown,sherry.brown.566@gslingacademy.com,female,FALSE,10,TRUE,3,87,82,88,100,73,96,75
567,Douglas,Clark,douglas.clark.567@gslingacademy.com,male,FALSE,2,FALSE,30,95,97,88,77,96,96,74
568,Alex,Farmer,alex.farmer.568@gslingacademy.com,male,TRUE,3,TRUE,15,85,96,82,64,82,94,81
569,Brandon,Gonzales,brandon.gonzales.569@gslingacademy.com,male,FALSE,8,TRUE,1,67,65,77,72,94,88,77
570,Wayne,Trevino,wayne.trevino.570@gslingacademy.com,male,FALSE,3,TRUE,6,84,100,92,82,85,70,69
571,Pamela,Horne,pamela.horne.571@gslingacademy.com,female,FALSE,7,TRUE,1,83,88,90,100,71,98,96
572,Michael,Schaefer,michael.schaefer.572@gslingacademy.com,male,TRUE,9,TRUE,5,67,78,68,51,77,72,78
573,Carlos,Ramirez,carlos.ramirez.573@gslingacademy.com,male,FALSE,1,FALSE,30,75,92,72,88,92,77,84
574,Antonio,Lucero,antonio.lucero.574@gslingacademy.com,male,FALSE,3,TRUE,8,67,76,70,73,81,85,80
575,Terry,Ashley,terry.ashley.575@gslingacademy.com,male,TRUE,9,FALSE,5,67,54,51,72,75,60,88
576,Rita,Cochran,rita.cochran.576@gslingacademy.com,female,FALSE,1,FALSE,5,72,91,78,97,86,93,77
577,Joseph,Gregory,joseph.gregory.577@gslingacademy.com,male,FALSE,4,FALSE,4,78,98,76,68,86,91,82
578,Alexandra,Robinson,alexandra.robinson.578@gslingacademy.com,female,FALSE,1,FALSE,47,85,87,92,96,92,90,88
579,Tina,Sparks,tina.sparks.579@gslingacademy.com,female,FALSE,3,TRUE,16,100,70,69,61,100,65,81
580,Christopher,Buchanan,christopher.buchanan.580@gslingacademy.com,male,TRUE,5,FALSE,3,56,59,89,68,79,83,68
581,Christina,Guerrero,christina.guerrero.581@gslingacademy.com,female,FALSE,5,TRUE,32,93,75,83,99,100,91,74
582,Jessica,Hutchinson,jessica.hutchinson.582@gslingacademy.com,female,FALSE,2,FALSE,31,89,91,85,69,76,92,94
583,Tyler,Carrillo,tyler.carrillo.583@gslingacademy.com,male,FALSE,3,FALSE,6,59,88,74,92,72,97,64
584,Lindsay,Brady,lindsay.brady.584@gslingacademy.com,female,FALSE,3,FALSE,16,99,70,74,65,99,74,62
585,Gary,Rivera,gary.rivera.585@gslingacademy.com,male,FALSE,6,FALSE,34,89,89,85,74,78,87,82
586,Luke,Moore,luke.moore.586@gslingacademy.com,male,FALSE,3,FALSE,26,86,63,78,78,80,67,97
587,Tanya,Green,tanya.green.587@gslingacademy.com,female,FALSE,6,FALSE,21,79,65,91,65,61,88,95
588,Bryan,Lee,bryan.lee.588@gslingacademy.com,male,FALSE,3,FALSE,46,96,89,91,90,90,91,99
589,Melanie,Bridges,melanie.bridges.589@gslingacademy.com,female,FALSE,6,FALSE,48,95,90,85,90,96,89,96
590,Eric,Bowers,eric.bowers.590@gslingacademy.com,male,TRUE,1,FALSE,46,96,85,90,95,100,96,88
591,Meredith,Reed,meredith.reed.591@gslingacademy.com,female,TRUE,3,FALSE,28,95,80,64,97,85,94,60
592,David,Brown,david.brown.592@gslingacademy.com,male,TRUE,4,FALSE,2,80,62,84,95,71,85,87
593,William,Johns,william.johns.593@gslingacademy.com,male,TRUE,0,FALSE,32,86,70,73,85,67,91,98
594,Eric,Patton,eric.patton.594@gslingacademy.com,male,TRUE,10,FALSE,5,42,95,99,61,62,77,99
595,Wendy,Warner,wendy.warner.595@gslingacademy.com,female,FALSE,4,FALSE,31,80,93,93,94,81,81,78
596,Timothy,Powell,timothy.powell.596@gslingacademy.com,male,FALSE,4,TRUE,1,79,97,100,94,65,62,76
597,Victoria,Thompson,victoria.thompson.597@gslingacademy.com,female,TRUE,9,TRUE,4,43,63,91,67,74,71,88
598,Jeremy,Brown,jeremy.brown.598@gslingacademy.com,male,FALSE,2,TRUE,8,58,84,95,66,99,91,70
599,Barbara,Schneider,barbara.schneider.599@gslingacademy.com,female,FALSE,3,TRUE,23,86,73,83,93,46,91,70
